tick,message
1,"Guatemala has become insolvent (wealth -1.1)."
1,"Honduras has become insolvent (wealth -2.0)."
1,"Nicaragua has become insolvent (wealth -2.1)."
1,"Panamá has become insolvent (wealth -1.9)."
1,"[Caretaker] Costa Rica built a road in costa_rica."
