tick,nation_id,pop_stock,ind_stock,wealth_stock,army_size,culture_individualist,culture_progressive,culture_militaristic,culture_expansionist,culture_family
6,nation_panama,1.92,1.92,-11.16,,0.100000,0.200000,-0.400000,-0.300000,latin
7,nation_costa_rica,3.50,3.50,2.40,,0.100000,0.300000,-0.800000,-0.600000,latin
7,nation_guatemala,27.44,7.84,7.30,,-0.400000,-0.500000,0.200000,0.100000,latin
7,nation_honduras,11.34,3.78,-13.72,,-0.400000,-0.400000,0.100000,-0.100000,latin
7,nation_nicaragua,5.04,1.68,-14.98,,-0.300000,0.000000,-0.100000,-0.100000,latin
7,nation_panama,2.24,2.24,-13.02,,0.100000,0.200000,-0.400000,-0.300000,latin
8,nation_costa_rica,4.00,4.00,0.60,,0.100000,0.300000,-0.800000,-0.600000,latin
8,nation_guatemala,31.36,8.96,6.20,,-0.400000,-0.500000,0.200000,0.100000,latin
8,nation_honduras,12.96,4.32,-15.68,,-0.400000,-0.400000,0.100000,-0.100000,latin
8,nation_nicaragua,5.76,1.92,-17.12,,-0.300000,0.000000,-0.100000,-0.100000,latin
8,nation_panama,2.56,2.56,-14.88,,0.100000,0.200000,-0.400000,-0.300000,latin
9,nation_costa_rica,4.50,4.50,-2.20,,0.100000,0.300000,-0.800000,-0.600000,latin
9,nation_guatemala,35.28,10.08,20.10,,-0.400000,-0.500000,0.200000,0.100000,latin
9,nation_honduras,14.58,4.86,-17.64,,-0.400000,-0.400000,0.100000,-0.100000,latin
9,nation_nicaragua,6.48,2.16,-19.26,,-0.300000,0.000000,-0.100000,-0.100000,latin
9,nation_panama,2.88,2.88,-16.74,,0.100000,0.200000,-0.400000,-0.300000,latin
10,nation_costa_rica,5.00,5.00,-4.00,,0.100000,0.300000,-0.800000,-0.600000,latin
10,nation_guatemala,39.20,11.20,19.00,,-0.400000,-0.500000,0.200000,0.100000,latin
10,nation_honduras,16.20,5.40,-19.60,,-0.400000,-0.400000,0.100000,-0.100000,latin
10,nation_nicaragua,7.20,2.40,-21.40,,-0.300000,0.000000,-0.100000,-0.100000,latin
10,nation_panama,3.20,3.20,-18.60,,0.100000,0.200000,-0.400000,-0.300000,latin
11,nation_costa_rica,5.50,5.50,-5.80,,0.100000,0.300000,-0.800000,-0.600000,latin
11,nation_guatemala,43.12,12.32,17.90,,-0.400000,-0.500000,0.200000,0.100000,latin
11,nation_honduras,17.82,5.94,-21.56,,-0.400000,-0.400000,0.100000,-0.100000,latin
11,nation_nicaragua,7.92,2.64,-23.54,,-0.300000,0.000000,-0.100000,-0.100000,latin
11,nation_panama,3.52,3.52,-20.46,,0.100000,0.200000,-0.400000,-0.300000,latin
12,nation_costa_rica,6.00,6.00,-7.60,,0.100000,0.300000,-0.800000,-0.600000,latin
12,nation_guatemala,47.04,13.44,16.80,,-0.400000,-0.500000,0.200000,0.100000,latin
12,nation_honduras,19.44,6.48,-23.52,,-0.400000,-0.400000,0.100000,-0.100000,latin
12,nation_nicaragua,8.64,2.88,-25.68,,-0.300000,0.000000,-0.100000,-0.100000,latin
12,nation_panama,3.84,3.84,-22.32,,0.100000,0.200000,-0.400000,-0.300000,latin
