tick,nation_id,pop_stock,ind_stock,wealth_stock,army_size,culture_individualist,culture_progressive,culture_militaristic,culture_expansionist,culture_family
0,nation_costa_rica,0.00,0.00,30.00,,0.100000,0.300000,-0.800000,-0.600000,latin
0,nation_guatemala,0.00,0.00,20.00,,-0.400000,-0.500000,0.200000,0.100000,latin
0,nation_honduras,0.00,0.00,0.00,,-0.400000,-0.400000,0.100000,-0.100000,latin
0,nation_nicaragua,0.00,0.00,0.00,,-0.300000,0.000000,-0.100000,-0.100000,latin
0,nation_panama,0.00,0.00,0.00,,0.100000,0.200000,-0.400000,-0.300000,latin
1,nation_costa_rica,0.50,0.50,13.20,,0.100000,0.300000,-0.800000,-0.600000,latin
1,nation_guatemala,3.92,1.12,13.90,,-0.400000,-0.500000,0.200000,0.100000,latin
1,nation_honduras,1.62,0.54,-1.96,,-0.400000,-0.400000,0.100000,-0.100000,latin
1,nation_nicaragua,0.72,0.24,-2.14,,-0.300000,0.000000,-0.100000,-0.100000,latin
1,nation_panama,0.32,0.32,-1.86,,0.100000,0.200000,-0.400000,-0.300000,latin
2,nation_costa_rica,1.00,1.00,11.40,,0.100000,0.300000,-0.800000,-0.600000,latin
2,nation_guatemala,7.84,2.24,12.80,,-0.400000,-0.500000,0.200000,0.100000,latin
2,nation_honduras,3.24,1.08,-3.92,,-0.400000,-0.400000,0.100000,-0.100000,latin
2,nation_nicaragua,1.44,0.48,-4.28,,-0.300000,0.000000,-0.100000,-0.100000,latin
2,nation_panama,0.64,0.64,-3.72,,0.100000,0.200000,-0.400000,-0.300000,latin
3,nation_costa_rica,1.50,1.50,9.60,,0.100000,0.300000,-0.800000,-0.600000,latin
3,nation_guatemala,11.76,3.36,11.70,,-0.400000,-0.500000,0.200000,0.100000,latin
3,nation_honduras,4.86,1.62,-5.88,,-0.400000,-0.400000,0.100000,-0.100000,latin
3,nation_nicaragua,2.16,0.72,-6.42,,-0.300000,0.000000,-0.100000,-0.100000,latin
3,nation_panama,0.96,0.96,-5.58,,0.100000,0.200000,-0.400000,-0.300000,latin
4,nation_costa_rica,2.00,2.00,7.80,,0.100000,0.300000,-0.800000,-0.600000,latin
4,nation_guatemala,15.68,4.48,10.60,,-0.400000,-0.500000,0.200000,0.100000,latin
4,nation_honduras,6.48,2.16,-7.84,,-0.400000,-0.400000,0.100000,-0.100000,latin
4,nation_nicaragua,2.88,0.96,-8.56,,-0.300000,0.000000,-0.100000,-0.100000,latin
4,nation_panama,1.28,1.28,-7.44,,0.100000,0.200000,-0.400000,-0.300000,latin
5,nation_costa_rica,2.50,2.50,6.00,,0.100000,0.300000,-0.800000,-0.600000,latin
5,nation_guatemala,19.60,5.60,9.50,,-0.400000,-0.500000,0.200000,0.100000,latin
5,nation_honduras,8.10,2.70,-9.80,,-0.400000,-0.400000,0.100000,-0.100000,latin
5,nation_nicaragua,3.60,1.20,-10.70,,-0.300000,0.000000,-0.100000,-0.100000,latin
5,nation_panama,1.60,1.60,-9.30,,0.100000,0.200000,-0.400000,-0.300000,latin
6,nation_costa_rica,3.00,3.00,4.20,,0.100000,0.300000,-0.800000,-0.600000,latin
6,nation_guatemala,23.52,6.72,8.40,,-0.400000,-0.500000,0.200000,0.100000,latin
6,nation_honduras,9.72,3.24,-11.76,,-0.400000,-0.400000,0.100000,-0.100000,latin
6,nation_nicaragua,4.32,1.44,-12.84,,-0.300000,0.000000,-0.100000,-0.100000,latin
